,Date,Time,Open,High,Low,Close,Volume
423,2018.03.14,00:00,1325.94,1329.85,1321.29,1324.96,94489
424,2018.03.15,00:00,1324.94,1327.75,1314.81,1315.59,95125
425,2018.03.16,00:00,1315.49,1321.49,1309.51,1312.86,86190
426,2018.03.18,00:00,1313.41,1314.2,1312.54,1312.92,2937
427,2018.03.19,00:00,1312.84,1319.48,1307.42,1316.82,84630
428,2018.03.20,00:00,1316.8,1317.24,1307.08,1309.78,38159
429,2018.03.21,00:00,1309.74,1336.44,1309.58,1331.8,46464
430,2018.03.22,00:00,1331.7,1334.74,1324.65,1332.47,50806
431,2018.03.23,00:00,1332.43,1349.99,1331.57,1346.61,51149
432,2018.03.25,00:00,1347.33,1350.62,1347.19,1348.03,2650
433,2018.03.26,00:00,1348.06,1355.76,1343.29,1352.64,35915
434,2018.03.27,00:00,1352.62,1356.66,1339.69,1345.18,47729
435,2018.03.28,00:00,1345.21,1346.86,1323.27,1326.27,55958
436,2018.03.29,00:00,1326.35,1328.17,1321.09,1324.6,39938
437,2018.04.01,00:00,1325.73,1327.25,1324.57,1326.41,1680
438,2018.04.02,00:00,1326.35,1344.63,1325.66,1341.31,39162
439,2018.04.03,00:00,1341.28,1342.33,1328.71,1332.95,43769
440,2018.04.04,00:00,1332.89,1348.04,1331.35,1333.23,47568
441,2018.04.05,00:00,1333.02,1333.68,1322.58,1330.66,40895
442,2018.04.06,00:00,1330.77,1335.19,1319.45,1332.5,47195
443,2018.04.08,00:00,1333.56,1334.7,1331.51,1332.27,3101
444,2018.04.09,00:00,1332.25,1337.77,1326.71,1336.2,42898
445,2018.04.10,00:00,1336.25,1342.38,1330.88,1341.54,44965
446,2018.04.11,00:00,1341.57,1365.04,1339.6,1352.69,51865
447,2018.04.12,00:00,1352.67,1353.01,1333.59,1337.52,49735
448,2018.04.13,00:00,1337.27,1346.96,1332.62,1344.36,40237
449,2018.04.15,00:00,1345.93,1346.97,1339.97,1343.6,4494
450,2018.04.16,00:00,1343.59,1350.32,1340.97,1347.84,41705
451,2018.04.17,00:00,1347.82,1349.19,1337.57,1346.01,42176
452,2018.04.18,00:00,1346.11,1355.48,1342.11,1350.32,45058
453,2018.04.19,00:00,1350.62,1354.52,1340.8,1344.16,48931
454,2018.04.20,00:00,1344.09,1345.56,1334.53,1334.86,38333
455,2018.04.22,00:00,1333.98,1335.2,1331.67,1332.69,2314
456,2018.04.23,00:00,1332.76,1335.29,1321.97,1324.25,40636
457,2018.04.24,00:00,1324.38,1332.49,1321.96,1331.38,40033
458,2018.04.25,00:00,1331.3,1331.48,1318.61,1322.39,33668
459,2018.04.26,00:00,1322.47,1326.36,1315.11,1317.69,34283
460,2018.04.27,00:00,1317.76,1324.95,1315.15,1322.3,30905
461,2018.04.29,00:00,1324.57,1325.42,1322.17,1323.08,684
462,2018.04.30,00:00,1322.88,1324.7,1310.0,1314.88,29693
463,2018.05.01,00:00,1314.85,1315.07,1301.65,1305.35,29522
464,2018.05.02,00:00,1305.31,1313.29,1303.75,1305.64,38910
465,2018.05.03,00:00,1305.73,1317.87,1305.34,1312.58,38209
466,2018.05.04,00:00,1312.6,1315.21,1307.87,1314.59,31088
467,2018.05.06,00:00,1313.97,1315.02,1313.82,1314.41,919
468,2018.05.07,00:00,1314.3,1318.72,1310.07,1315.55,29857
469,2018.05.08,00:00,1315.47,1317.64,1305.9,1316.04,39476
470,2018.05.09,00:00,1314.41,1316.99,1303.88,1312.18,84924
471,2018.05.10,00:00,1312.24,1322.3,1310.36,1321.09,69177
472,2018.05.11,00:00,1321.07,1325.49,1316.87,1317.85,57381
473,2018.05.13,00:00,1318.27,1320.0,1317.67,1319.9,1678
474,2018.05.14,00:00,1318.01,1321.89,1312.57,1313.07,64723
475,2018.05.15,00:00,1313.63,1314.79,1288.54,1292.61,39626
476,2018.05.16,00:00,1292.63,1296.71,1286.21,1291.5,39405
477,2018.05.17,00:00,1291.42,1294.26,1284.72,1289.27,35851
478,2018.05.18,00:00,1289.22,1294.04,1285.88,1292.43,29564
479,2018.05.20,00:00,1291.03,1291.73,1290.03,1290.83,1986
480,2018.05.21,00:00,1290.67,1293.18,1281.88,1292.14,34255
481,2018.05.22,00:00,1292.16,1295.89,1287.78,1293.18,35755
482,2018.05.23,00:00,1293.1,1298.19,1287.8,1294.68,46793
483,2018.05.24,00:00,1294.56,1306.36,1292.62,1303.98,40729
484,2018.05.25,00:00,1303.9,1307.59,1299.72,1300.73,38831
485,2018.05.27,00:00,1296.74,1299.17,1296.74,1298.44,501
486,2018.05.28,00:00,1298.36,1300.02,1295.36,1297.67,26036
487,2018.05.29,00:00,1297.7,1306.27,1292.2,1301.95,59843
488,2018.05.30,00:00,1301.89,1304.19,1295.71,1302.24,50833
489,2018.05.31,00:00,1302.23,1306.39,1297.23,1299.22,41873
490,2018.06.01,00:00,1299.07,1300.44,1288.99,1292.93,35540
491,2018.06.03,00:00,1293.1,1294.28,1292.25,1292.54,1279
492,2018.06.04,00:00,1292.41,1297.83,1290.11,1291.27,32973
493,2018.06.05,00:00,1291.24,1300.34,1289.63,1296.57,33797
494,2018.06.06,00:00,1296.52,1301.58,1293.68,1297.07,30215
495,2018.06.07,00:00,1297.18,1302.86,1294.72,1296.89,33454
496,2018.06.08,00:00,1296.8,1300.36,1293.15,1298.08,31007
497,2018.06.10,00:00,1299.54,1299.7,1298.01,1298.91,1044
498,2018.06.11,00:00,1298.74,1302.04,1293.97,1297.86,25947
499,2018.06.12,00:00,1297.85,1299.66,1292.57,1295.2,30548
500,2018.06.13,00:00,1295.14,1301.0,1291.46,1299.11,31074
501,2018.06.14,00:00,1299.19,1309.08,1297.4,1302.1,37836
502,2018.06.15,00:00,1302.01,1302.85,1275.26,1278.44,42864
503,2018.06.17,00:00,1277.62,1281.11,1277.52,1280.75,1566
504,2018.06.18,00:00,1280.79,1282.23,1276.88,1281.0,28333
505,2018.06.19,00:00,1280.85,1283.92,1270.31,1274.73,39202
506,2018.06.20,00:00,1274.63,1276.31,1267.31,1269.23,34598
507,2018.06.21,00:00,1269.25,1269.93,1261.24,1267.09,37569
508,2018.06.22,00:00,1267.08,1270.9,1266.56,1268.51,31637
509,2018.06.24,00:00,1269.38,1271.79,1269.22,1270.69,1064
510,2018.06.25,00:00,1270.45,1272.38,1264.35,1265.82,32078
511,2018.06.26,00:00,1265.81,1267.51,1254.59,1258.0,34827
512,2018.06.27,00:00,1258.1,1259.83,1250.58,1252.66,41766
513,2018.06.28,00:00,1252.63,1254.07,1245.8,1248.29,36537
514,2018.06.29,00:00,1248.3,1255.41,1245.97,1252.11,36857
515,2018.07.01,00:00,1251.39,1253.92,1251.29,1253.23,2862
516,2018.07.02,00:00,1253.13,1253.47,1239.52,1241.86,42120
517,2018.07.03,00:00,1241.82,1256.72,1237.78,1254.61,49054
518,2018.07.04,00:00,1254.6,1260.89,1253.84,1256.69,38760
519,2018.07.05,00:00,1256.71,1259.56,1251.12,1257.02,50586
520,2018.07.06,00:00,1257.13,1258.64,1252.65,1254.52,46220
521,2018.07.08,00:00,1255.19,1256.27,1254.59,1256.13,1292
522,2018.07.09,00:00,1256.0,1265.69,1255.29,1258.08,42836
523,2018.07.10,00:00,1258.06,1260.15,1247.22,1255.66,48804
524,2018.07.11,00:00,1255.75,1255.89,1241.37,1242.45,55442
525,2018.07.12,00:00,1242.44,1248.39,1241.16,1245.71,48197
526,2018.07.13,00:00,1245.68,1247.92,1236.21,1241.03,52956
527,2018.07.15,00:00,1240.91,1241.87,1240.72,1240.88,911
528,2018.07.16,00:00,1240.77,1245.38,1238.17,1240.46,36729
529,2018.07.17,00:00,1240.51,1244.81,1225.89,1226.91,45546
530,2018.07.18,00:00,1227.1,1228.97,1220.93,1227.09,44423
531,2018.07.19,00:00,1227.04,1228.85,1211.42,1223.19,57303
532,2018.07.20,00:00,1223.11,1232.05,1215.49,1231.59,58225
533,2018.07.22,00:00,1231.34,1233.16,1229.91,1232.61,2424
534,2018.07.23,00:00,1232.51,1234.89,1222.06,1223.97,51615
535,2018.07.24,00:00,1223.96,1229.32,1217.99,1224.91,55782
536,2018.07.25,00:00,1224.95,1233.94,1223.09,1232.8,54088
537,2018.07.26,00:00,1232.76,1235.01,1222.19,1223.83,56777
538,2018.07.27,00:00,1223.85,1227.17,1217.39,1222.85,48643
539,2018.07.29,00:00,1222.67,1223.57,1221.79,1222.22,1046
540,2018.07.30,00:00,1222.23,1224.88,1218.85,1222.28,32362
541,2018.07.31,00:00,1222.35,1228.36,1213.85,1223.66,48078
542,2018.08.01,00:00,1223.67,1224.56,1215.57,1217.52,45632
543,2018.08.02,00:00,1217.58,1220.95,1206.94,1208.14,45885
544,2018.08.03,00:00,1208.05,1219.82,1204.36,1213.2,44395
545,2018.08.05,00:00,1213.62,1214.86,1213.16,1214.57,1169
546,2018.08.06,00:00,1214.45,1217.7,1206.35,1208.45,34869
547,2018.08.07,00:00,1208.4,1215.96,1207.64,1212.17,32295
548,2018.08.08,00:00,1212.14,1215.61,1206.33,1213.02,39864
549,2018.08.09,00:00,1213.12,1217.11,1210.58,1211.88,41514
550,2018.08.10,00:00,1211.79,1216.88,1205.56,1211.52,55462
551,2018.08.12,00:00,1210.82,1213.6,1210.82,1212.03,2157
552,2018.08.13,00:00,1211.9,1212.49,1191.5,1192.52,55862
553,2018.08.14,00:00,1192.32,1198.49,1191.9,1193.64,42188
554,2018.08.15,00:00,1193.59,1194.01,1172.93,1173.52,54815
555,2018.08.16,00:00,1173.54,1181.86,1160.07,1175.1,65035
556,2018.08.17,00:00,1175.09,1184.88,1171.73,1184.38,51234
557,2018.08.19,00:00,1183.18,1183.7,1182.54,1183.32,1194
558,2018.08.20,00:00,1183.26,1191.03,1182.72,1190.93,39795
559,2018.08.21,00:00,1190.86,1196.85,1187.47,1195.79,46183
560,2018.08.22,00:00,1195.71,1201.41,1192.41,1194.79,44045
561,2018.08.23,00:00,1194.88,1195.33,1183.69,1184.24,44972
562,2018.08.24,00:00,1184.25,1208.29,1182.96,1205.99,44424
563,2018.08.26,00:00,1206.96,1207.7,1205.86,1207.5,1423
564,2018.08.27,00:00,1207.51,1212.18,1202.98,1210.75,37799
565,2018.08.28,00:00,1210.76,1214.11,1199.5,1202.4,45226
566,2018.08.29,00:00,1202.32,1207.59,1201.29,1206.93,44442
567,2018.08.30,00:00,1206.78,1207.09,1196.16,1199.62,49034
568,2018.08.31,00:00,1199.61,1208.64,1198.15,1200.75,48714
569,2018.09.02,00:00,1200.61,1200.71,1198.51,1198.86,1186
570,2018.09.03,00:00,1199.02,1203.7,1195.51,1200.52,30849
571,2018.09.04,00:00,1200.6,1201.89,1189.51,1191.77,50080
572,2018.09.05,00:00,1191.79,1198.25,1190.76,1196.84,40688
573,2018.09.06,00:00,1196.74,1206.83,1195.71,1200.89,44608
574,2018.09.07,00:00,1200.88,1203.39,1193.32,1195.83,49786
575,2018.09.09,00:00,1194.92,1196.38,1194.68,1195.87,1438
576,2018.09.10,00:00,1195.7,1198.35,1191.46,1194.79,38259
577,2018.09.11,00:00,1194.78,1199.27,1187.62,1196.71,40806
578,2018.09.12,00:00,1196.61,1208.34,1192.57,1205.92,46824
579,2018.09.13,00:00,1205.9,1212.51,1200.09,1201.87,43009
580,2018.09.14,00:00,1201.89,1208.41,1192.82,1193.32,41039
581,2018.09.16,00:00,1194.12,1194.52,1192.82,1193.11,1074
582,2018.09.17,00:00,1193.21,1204.67,1192.71,1198.16,42626
583,2018.09.18,00:00,1198.21,1203.4,1195.8,1199.26,48375
584,2018.09.19,00:00,1199.25,1206.06,1198.07,1203.68,42932
585,2018.09.20,00:00,1203.69,1208.28,1201.23,1207.1,43073
586,2018.09.21,00:00,1206.99,1210.89,1191.76,1199.01,44395
587,2018.09.23,00:00,1198.82,1199.03,1196.81,1197.73,1227
588,2018.09.24,00:00,1197.62,1203.97,1194.33,1199.09,36266
589,2018.09.25,00:00,1198.98,1203.17,1196.98,1200.99,38974
590,2018.09.26,00:00,1200.98,1202.31,1190.33,1196.28,44235
591,2018.09.27,00:00,1196.16,1198.45,1181.74,1183.31,46195
592,2018.09.28,00:00,1183.26,1193.62,1180.63,1191.37,40339
593,2018.09.30,00:00,1191.94,1192.14,1190.45,1190.65,918
594,2018.10.01,00:00,1190.55,1191.92,1184.48,1188.77,43312
595,2018.10.02,00:00,1188.79,1208.14,1188.64,1205.32,44995
596,2018.10.03,00:00,1205.3,1208.15,1196.49,1197.68,50835
597,2018.10.04,00:00,1197.7,1206.6,1195.87,1198.81,49470
598,2018.10.05,00:00,1198.76,1205.58,1197.12,1203.1,43734
599,2018.10.07,00:00,1202.92,1203.76,1202.58,1203.5,1122
600,2018.10.08,00:00,1203.33,1203.95,1182.77,1190.36,42334
601,2018.10.09,00:00,1190.29,1191.73,1183.2,1189.6,45396
602,2018.10.10,00:00,1189.51,1194.91,1185.22,1193.62,46761
603,2018.10.11,00:00,1193.7,1226.21,1191.15,1221.02,70832
604,2018.10.12,00:00,1221.07,1223.25,1215.75,1217.81,55971
605,2018.10.14,00:00,1216.98,1220.03,1216.62,1218.96,1591
606,2018.10.15,00:00,1219.06,1233.12,1219.01,1226.52,44086
607,2018.10.16,00:00,1226.43,1232.27,1223.38,1224.65,42551
608,2018.10.17,00:00,1224.57,1229.36,1220.52,1221.98,44245
609,2018.10.18,00:00,1222.06,1229.98,1218.58,1225.59,45817
610,2018.10.19,00:00,1225.56,1230.67,1222.99,1225.95,39524
611,2018.10.21,00:00,1226.1,1227.91,1226.03,1227.04,1049
612,2018.10.22,00:00,1227.05,1229.41,1219.94,1222.1,39603
613,2018.10.23,00:00,1222.09,1239.63,1221.8,1230.64,46599
614,2018.10.24,00:00,1230.68,1234.98,1225.51,1234.97,43858
615,2018.10.25,00:00,1235.13,1239.09,1227.97,1231.52,48609
616,2018.10.26,00:00,1231.47,1243.31,1229.94,1233.26,57318
617,2018.10.28,00:00,1234.11,1234.59,1232.53,1232.53,1466
618,2018.10.29,00:00,1232.43,1235.25,1224.2,1229.82,52552
619,2018.10.30,00:00,1229.75,1230.5,1219.79,1222.31,49157
620,2018.10.31,00:00,1222.42,1222.7,1211.85,1215.75,48329
621,2018.11.01,00:00,1215.66,1237.26,1215.65,1232.69,53990
622,2018.11.02,00:00,1232.7,1236.31,1229.62,1232.76,48166
623,2018.11.04,00:00,1233.03,1233.92,1232.39,1233.83,658
624,2018.11.05,00:00,1233.82,1235.01,1226.74,1230.79,37439
625,2018.11.06,00:00,1230.9,1235.79,1223.38,1227.61,38339
626,2018.11.07,00:00,1227.45,1236.37,1222.97,1225.79,50216
627,2018.11.08,00:00,1225.8,1226.75,1220.0,1222.81,45780
628,2018.11.09,00:00,1222.8,1223.17,1206.6,1208.87,40593
629,2018.11.11,00:00,1209.62,1210.48,1208.95,1210.47,1065
630,2018.11.12,00:00,1210.51,1211.34,1199.93,1202.05,37732
631,2018.11.13,00:00,1201.86,1205.07,1196.21,1202.76,46986
632,2018.11.14,00:00,1202.85,1216.4,1197.57,1210.71,48761
633,2018.11.15,00:00,1210.77,1216.33,1207.44,1213.7,47567
634,2018.11.16,00:00,1213.69,1225.17,1213.69,1221.22,40907
635,2018.11.18,00:00,1221.86,1222.44,1221.31,1222.26,667
636,2018.11.19,00:00,1222.17,1225.07,1217.9,1223.87,36304
637,2018.11.20,00:00,1223.89,1228.63,1219.8,1221.37,42370
638,2018.11.21,00:00,1221.29,1229.92,1219.67,1225.5,32691
639,2018.11.22,00:00,1225.49,1228.98,1224.75,1227.12,21189
640,2018.11.23,00:00,1227.14,1228.4,1220.16,1222.78,28590
641,2018.11.25,00:00,1223.4,1224.09,1223.05,1224.05,1806
642,2018.11.26,00:00,1224.06,1227.91,1221.6,1222.36,33754
643,2018.11.27,00:00,1222.37,1225.12,1211.79,1214.21,41929
644,2018.11.28,00:00,1214.22,1226.39,1211.05,1220.75,39327
645,2018.11.29,00:00,1220.82,1228.87,1220.58,1224.01,39859
646,2018.11.30,00:00,1223.99,1225.39,1216.53,1221.89,31140
647,2018.12.02,00:00,1222.33,1223.25,1221.74,1221.83,883
648,2018.12.03,00:00,1221.85,1234.76,1221.16,1230.94,40984
649,2018.12.04,00:00,1230.85,1241.82,1230.4,1238.46,43431
650,2018.12.05,00:00,1238.54,1238.92,1233.21,1238.02,26914
651,2018.12.06,00:00,1238.01,1244.2,1234.62,1237.15,47975
652,2018.12.07,00:00,1237.06,1249.93,1237.06,1248.39,40705
653,2018.12.09,00:00,1250.1,1250.73,1248.61,1248.76,1145
654,2018.12.10,00:00,1248.75,1250.22,1241.47,1243.88,42050
655,2018.12.11,00:00,1243.8,1249.38,1240.75,1242.83,44893
656,2018.12.12,00:00,1242.86,1247.12,1241.87,1245.88,40718
657,2018.12.13,00:00,1245.76,1246.63,1239.99,1242.2,36560
658,2018.12.14,00:00,1242.19,1242.9,1232.79,1238.02,36322
659,2018.12.16,00:00,1235.91,1237.76,1235.82,1236.84,807
660,2018.12.17,00:00,1236.85,1247.99,1235.7,1245.63,32718
661,2018.12.18,00:00,1245.64,1250.25,1244.95,1249.25,35715
662,2018.12.19,00:00,1249.2,1257.92,1241.57,1243.82,47295
663,2018.12.20,00:00,1243.62,1266.39,1242.62,1261.68,54801
664,2018.12.21,00:00,1261.72,1262.61,1253.8,1255.55,42239
665,2018.12.23,00:00,1256.47,1258.8,1256.47,1258.62,681
666,2018.12.24,00:00,1258.6,1269.64,1258.51,1269.5,33345
667,2018.12.25,00:00,1268.52,1271.02,1266.61,1266.93,1131
668,2018.12.26,00:00,1266.95,1279.02,1264.15,1268.92,43680
669,2018.12.27,00:00,1268.91,1278.82,1266.55,1274.47,50271
670,2018.12.28,00:00,1274.38,1282.02,1274.14,1280.68,42844
671,2018.12.30,00:00,1279.79,1280.34,1278.7,1279.51,500
672,2018.12.31,00:00,1279.49,1283.93,1277.34,1282.09,31474
673,2019.01.01,00:00,1281.97,1282.08,1280.47,1280.92,411
674,2019.01.02,00:00,1280.94,1289.92,1278.59,1285.62,47691
675,2019.01.03,00:00,1285.83,1294.97,1284.46,1294.91,55961
676,2019.01.04,00:00,1294.94,1298.41,1276.54,1284.7,51440
677,2019.01.06,00:00,1285.24,1285.9,1283.85,1283.97,968
678,2019.01.07,00:00,1284.03,1294.93,1282.53,1288.56,44329
679,2019.01.08,00:00,1288.52,1290.09,1279.28,1284.9,41407
680,2019.01.09,00:00,1284.93,1293.78,1279.96,1292.68,43507
681,2019.01.10,00:00,1292.74,1296.93,1285.93,1287.71,41488
682,2019.01.11,00:00,1287.72,1295.02,1286.88,1287.43,36937
683,2019.01.13,00:00,1287.66,1288.35,1287.5,1287.87,607
684,2019.01.14,00:00,1287.75,1295.73,1287.67,1291.23,34694
685,2019.01.15,00:00,1291.24,1294.54,1286.67,1289.31,42166
686,2019.01.16,00:00,1289.21,1294.86,1287.78,1292.7,30206
687,2019.01.17,00:00,1292.71,1295.22,1288.62,1292.04,32707
688,2019.01.18,00:00,1292.05,1292.3,1280.5,1281.1,31700
689,2019.01.20,00:00,1282.67,1282.99,1282.04,1282.31,582
690,2019.01.21,00:00,1282.32,1283.41,1276.67,1279.42,16852
691,2019.01.22,00:00,1279.44,1285.33,1277.31,1284.3,28159
692,2019.01.23,00:00,1284.21,1286.39,1278.54,1283.5,25866
693,2019.01.24,00:00,1283.47,1284.66,1276.57,1281.06,31853
694,2019.01.25,00:00,1281.05,1303.92,1279.84,1302.91,32034
695,2019.01.27,00:00,1302.84,1302.84,1299.67,1299.75,733
696,2019.01.28,00:00,1299.76,1304.29,1297.54,1303.6,31720
697,2019.01.29,00:00,1303.58,1311.93,1302.59,1310.45,36077
698,2019.01.30,00:00,1310.55,1323.24,1308.9,1318.97,37470
699,2019.01.31,00:00,1318.96,1326.11,1317.32,1320.79,36783
700,2019.02.01,00:00,1320.77,1323.38,1315.84,1317.77,34174
701,2019.02.03,00:00,1318.3,1318.78,1316.29,1316.87,676
702,2019.02.04,00:00,1316.92,1317.4,1308.46,1311.48,27704
703,2019.02.05,00:00,1311.44,1316.74,1310.61,1314.73,27301
704,2019.02.06,00:00,1314.72,1315.68,1305.58,1306.34,27638
705,2019.02.07,00:00,1306.35,1311.78,1302.63,1310.18,27928
706,2019.02.08,00:00,1310.08,1315.52,1307.64,1313.86,22729
707,2019.02.10,00:00,1313.78,1313.78,1313.11,1313.41,465
708,2019.02.11,00:00,1313.32,1314.72,1303.56,1307.47,26764
709,2019.02.12,00:00,1307.39,1314.62,1306.38,1309.99,27760
710,2019.02.13,00:00,1309.8,1318.02,1304.89,1307.37,31254
711,2019.02.14,00:00,1307.36,1314.21,1301.74,1311.76,36354
712,2019.02.15,00:00,1311.83,1322.49,1311.29,1321.26,28913
713,2019.02.17,00:00,1320.75,1321.48,1320.48,1320.94,665
714,2019.02.18,00:00,1321.04,1327.51,1320.77,1326.28,18921
715,2019.02.19,00:00,1326.25,1341.75,1322.74,1339.4,35032
716,2019.02.20,00:00,1339.5,1346.6,1336.74,1340.42,36795
717,2019.02.21,00:00,1340.43,1341.38,1320.64,1325.69,40715
718,2019.02.22,00:00,1325.71,1332.98,1321.4,1327.57,35252
719,2019.02.24,00:00,1328.52,1328.59,1326.73,1327.56,647
720,2019.02.25,00:00,1327.48,1332.43,1325.01,1327.33,31334
721,2019.02.26,00:00,1327.28,1330.05,1323.39,1329.07,31870
722,2019.02.27,00:00,1329.2,1329.75,1316.84,1320.97,28519
723,2019.02.28,00:00,1320.87,1327.13,1312.25,1314.07,34709
724,2019.03.01,00:00,1313.86,1315.1,1290.02,1293.43,37397
725,2019.03.03,00:00,1294.84,1296.06,1294.72,1295.06,938
726,2019.03.04,00:00,1295.07,1296.9,1282.7,1286.94,34511
727,2019.03.05,00:00,1286.88,1289.39,1281.05,1287.76,32069
728,2019.03.06,00:00,1287.8,1290.81,1283.48,1286.98,31746
729,2019.03.07,00:00,1287.01,1288.92,1280.53,1285.79,33264
730,2019.03.08,00:00,1285.83,1300.63,1285.1,1298.26,35980
731,2019.03.10,00:00,1297.64,1297.91,1296.06,1297.12,995
732,2019.03.11,00:00,1297.17,1298.99,1290.37,1292.44,27231
733,2019.03.12,00:00,1292.47,1302.1,1292.33,1301.77,30130
734,2019.03.13,00:00,1301.81,1311.14,1301.6,1309.23,25552
735,2019.03.14,00:00,1309.31,1309.67,1292.71,1295.93,29342
736,2019.03.15,00:00,1295.92,1306.29,1293.9,1301.93,27973
737,2019.03.17,00:00,1301.99,1302.19,1300.43,1300.45,682
738,2019.03.18,00:00,1300.47,1306.56,1298.11,1303.33,24425
739,2019.03.19,00:00,1303.34,1310.75,1303.32,1306.04,24623
740,2019.03.20,00:00,1305.96,1316.86,1298.52,1315.26,33571
741,2019.03.21,00:00,1315.34,1320.26,1303.1,1308.41,34695
742,2019.03.22,00:00,1308.45,1314.85,1306.71,1313.09,36086
743,2019.03.24,00:00,1313.4,1313.65,1311.44,1311.44,1080
744,2019.03.25,00:00,1311.41,1324.35,1310.9,1321.17,30584
745,2019.03.26,00:00,1321.22,1322.05,1312.58,1316.28,33477
746,2019.03.27,00:00,1316.27,1319.19,1307.98,1309.25,43691
747,2019.03.28,00:00,1309.04,1312.18,1288.4,1291.4,35209
748,2019.03.29,00:00,1291.38,1299.61,1286.63,1291.87,32114
749,2019.03.31,00:00,1292.02,1293.09,1291.35,1291.62,1157
750,2019.04.01,00:00,1291.61,1296.91,1286.32,1287.24,31771
751,2019.04.02,00:00,1287.19,1292.7,1285.17,1291.63,26467
752,2019.04.03,00:00,1291.57,1294.47,1288.29,1291.68,26614
753,2019.04.04,00:00,1291.73,1294.25,1280.82,1291.98,25920
754,2019.04.05,00:00,1292.01,1293.1,1284.24,1291.3,28309
755,2019.04.07,00:00,1292.08,1293.35,1291.26,1291.57,916
756,2019.04.08,00:00,1291.56,1303.61,1291.51,1297.82,24564
757,2019.04.09,00:00,1297.73,1306.09,1296.49,1304.5,26928
758,2019.04.10,00:00,1304.4,1310.47,1300.73,1307.94,27797
759,2019.04.11,00:00,1307.92,1308.21,1289.52,1292.05,30678
760,2019.04.12,00:00,1291.87,1295.61,1289.91,1290.39,27659
761,2019.04.14,00:00,1291.25,1291.76,1289.2,1289.57,909
762,2019.04.15,00:00,1289.52,1290.28,1282.38,1288.22,25861
763,2019.04.16,00:00,1288.23,1288.23,1272.83,1276.44,29989
764,2019.04.17,00:00,1276.42,1279.64,1272.99,1274.01,27212
765,2019.04.18,00:00,1274.02,1277.54,1271.07,1275.64,24451
766,2019.04.21,00:00,1275.66,1277.05,1275.27,1276.63,1092
767,2019.04.22,00:00,1276.61,1279.68,1273.69,1274.49,18888
768,2019.04.23,00:00,1274.5,1276.38,1266.17,1271.25,26270
769,2019.04.24,00:00,1271.36,1278.4,1268.67,1274.51,26836
770,2019.04.25,00:00,1274.5,1282.48,1273.25,1278.47,26089
771,2019.04.26,00:00,1278.38,1288.55,1273.97,1285.79,29379
772,2019.04.28,00:00,1285.74,1286.48,1285.55,1285.67,763
773,2019.04.29,00:00,1285.75,1286.5,1277.96,1280.24,23599
774,2019.04.30,00:00,1280.26,1286.07,1279.78,1283.02,26635
775,2019.05.01,00:00,1283.03,1287.12,1272.75,1276.93,28393
776,2019.05.02,00:00,1276.85,1277.27,1266.11,1270.59,26580
777,2019.05.03,00:00,1270.6,1282.44,1267.87,1278.7,25351
778,2019.05.05,00:00,1282.42,1285.65,1281.56,1284.08,2567
779,2019.05.06,00:00,1283.88,1285.02,1276.87,1282.73,30444
780,2019.05.07,00:00,1282.64,1285.91,1278.1,1284.68,31396
781,2019.05.08,00:00,1284.59,1291.34,1279.2,1281.17,31217
782,2019.05.09,00:00,1281.16,1288.1,1279.5,1283.57,35764
783,2019.05.10,00:00,1283.54,1289.31,1283.04,1285.57,33955
784,2019.05.12,00:00,1286.95,1287.9,1286.7,1287.03,1082
785,2019.05.13,00:00,1287.05,1301.57,1281.86,1301.57,30410
786,2019.05.14,00:00,1301.65,1303.17,1293.58,1296.89,24784
787,2019.05.15,00:00,1296.92,1300.74,1292.91,1296.33,26943
788,2019.05.16,00:00,1296.41,1298.62,1283.95,1285.72,25997
789,2019.05.17,00:00,1285.69,1288.8,1274.66,1277.39,27595
790,2019.05.19,00:00,1278.3,1278.72,1276.85,1277.55,954
791,2019.05.20,00:00,1277.41,1278.87,1273.54,1277.28,25515
792,2019.05.21,00:00,1277.21,1277.21,1269.35,1274.43,23078
793,2019.05.22,00:00,1274.52,1277.17,1272.36,1274.05,22595
794,2019.05.23,00:00,1273.97,1287.21,1272.7,1283.99,30944
795,2019.05.24,00:00,1283.85,1285.11,1280.64,1284.69,24399
796,2019.05.26,00:00,1285.33,1285.44,1284.05,1284.55,754
797,2019.05.27,00:00,1284.59,1287.28,1283.65,1285.57,11855
798,2019.05.28,00:00,1285.56,1286.46,1276.01,1279.74,32071
799,2019.05.29,00:00,1279.67,1285.4,1278.95,1279.71,37037
800,2019.05.30,00:00,1279.72,1290.49,1274.91,1290.34,30666
801,2019.05.31,00:00,1290.26,1306.82,1290.25,1305.39,38742
802,2019.06.02,00:00,1306.65,1309.26,1306.39,1309.22,1561
803,2019.06.03,00:00,1309.2,1327.85,1308.38,1325.0,40739
804,2019.06.04,00:00,1324.98,1328.93,1319.84,1325.15,35019
805,2019.06.05,00:00,1325.28,1343.94,1325.15,1330.77,42856
806,2019.06.06,00:00,1330.74,1339.73,1327.13,1333.23,38894
807,2019.06.07,00:00,1333.15,1348.17,1330.15,1340.39,37055
808,2019.06.09,00:00,1334.43,1335.67,1333.17,1334.85,1789
809,2019.06.10,00:00,1334.95,1337.58,1324.95,1329.13,34707
810,2019.06.11,00:00,1329.15,1329.71,1319.75,1327.6,33411
811,2019.06.12,00:00,1327.53,1338.29,1325.93,1333.39,36450
